task_id,resource_id,requirement_type,quantity,mandatory,task_resource_id,required_skill,role
TASK_000386,RES_0011,L1,1,True,TR_001161,L1,TECHNICIAN
TASK_000386,RES_0002,L2,1,True,TR_001162,L2,TECHNICIAN
TASK_000387,RES_0006,L3,1,False,TR_001163,L3,TECHNICIAN
TASK_000387,RES_0030,L3,1,True,TR_001164,L3,TECHNICIAN
TASK_000387,RES_0009,L3,1,True,TR_001165,L3,LEAD
TASK_000388,RES_0025,L2,1,True,TR_001166,L2,SUPPORT
TASK_000388,RES_0004,L1,1,True,TR_001167,L1,LEAD
TASK_000388,RES_0022,L2,1,True,TR_001168,L2,TECHNICIAN
TASK_000389,RES_0026,L1,1,True,TR_001169,L1,LEAD
TASK_000389,RES_0017,L3,1,True,TR_001170,L3,TECHNICIAN
TASK_000389,RES_0011,L1,1,True,TR_001171,L1,LEAD
TASK_000390,RES_0024,L1,1,True,TR_001172,L1,LEAD
TASK_000390,RES_0021,L1,1,True,TR_001173,L1,SUPPORT
TASK_000390,RES_0006,L3,1,True,TR_001174,L3,LEAD
TASK_000391,RES_0025,L2,1,True,TR_001175,L2,TECHNICIAN
TASK_000391,RES_0010,L3,1,True,TR_001176,L3,TECHNICIAN
TASK_000391,RES_0022,L2,1,True,TR_001177,L2,LEAD
TASK_000392,RES_0014,L1,1,True,TR_001178,L1,SUPPORT
TASK_000392,RES_0029,L1,1,True,TR_001179,L1,SUPPORT
TASK_000392,RES_0023,L3,1,False,TR_001180,L3,SUPPORT
TASK_000393,RES_0004,L1,1,True,TR_001181,L1,LEAD
TASK_000393,RES_0025,L2,1,True,TR_001182,L2,SUPPORT
TASK_000393,RES_0016,L2,1,True,TR_001183,L2,TECHNICIAN
TASK_000394,RES_0026,L1,1,True,TR_001184,L1,LEAD
TASK_000394,RES_0020,L1,1,True,TR_001185,L1,LEAD
TASK_000394,RES_0002,L2,1,True,TR_001186,L2,SUPPORT
TASK_000395,RES_0027,L2,1,True,TR_001187,L2,SUPPORT
TASK_000395,RES_0021,L1,1,True,TR_001188,L1,TECHNICIAN
TASK_000395,RES_0006,L3,1,True,TR_001189,L3,LEAD
TASK_000396,RES_0019,L1,1,True,TR_001190,L1,TECHNICIAN
TASK_000396,RES_0016,L2,1,True,TR_001191,L2,LEAD
TASK_000396,RES_0004,L1,1,True,TR_001192,L1,SUPPORT
TASK_000397,RES_0011,L1,1,True,TR_001193,L1,TECHNICIAN
TASK_000397,RES_0029,L1,1,True,TR_001194,L1,SUPPORT
TASK_000397,RES_0005,L1,1,True,TR_001195,L1,TECHNICIAN
TASK_000398,RES_0021,L1,1,False,TR_001196,L1,TECHNICIAN
TASK_000398,RES_0027,L2,1,True,TR_001197,L2,SUPPORT
TASK_000398,RES_0018,L3,1,True,TR_001198,L3,SUPPORT
TASK_000399,RES_0019,L1,1,False,TR_001199,L1,LEAD
TASK_000399,RES_0016,L2,1,True,TR_001200,L2,TECHNICIAN
TASK_000399,RES_0004,L1,1,True,TR_001201,L1,TECHNICIAN
TASK_000400,RES_0023,L3,1,True,TR_001202,L3,SUPPORT
TASK_000400,RES_0020,L1,1,True,TR_001203,L1,SUPPORT
TASK_000400,RES_0026,L1,1,True,TR_001204,L1,LEAD
TASK_000401,RES_0004,L1,1,True,TR_001205,L1,LEAD
TASK_000401,RES_0028,L2,1,True,TR_001206,L2,LEAD
TASK_000401,RES_0001,L3,1,True,TR_001207,L3,TECHNICIAN
TASK_000402,RES_0008,L1,1,True,TR_001208,L1,TECHNICIAN
TASK_000402,RES_0017,L3,1,False,TR_001209,L3,LEAD
TASK_000402,RES_0005,L1,1,True,TR_001210,L1,TECHNICIAN
TASK_000403,RES_0012,L1,1,True,TR_001211,L1,TECHNICIAN
TASK_000403,RES_0015,L3,1,False,TR_001212,L3,SUPPORT
TASK_000403,RES_0003,L2,1,True,TR_001213,L2,LEAD
TASK_000404,RES_0025,L2,1,True,TR_001214,L2,LEAD
TASK_000404,RES_0001,L3,1,False,TR_001215,L3,TECHNICIAN
TASK_000404,RES_0016,L2,1,False,TR_001216,L2,LEAD
TASK_000405,RES_0005,L1,1,True,TR_001217,L1,LEAD
TASK_000405,RES_0011,L1,1,True,TR_001218,L1,LEAD
TASK_000405,RES_0008,L1,1,True,TR_001219,L1,TECHNICIAN
TASK_000406,RES_0018,L3,1,True,TR_001220,L3,SUPPORT
TASK_000406,RES_0012,L1,1,True,TR_001221,L1,TECHNICIAN
TASK_000406,RES_0027,L2,1,True,TR_001222,L2,TECHNICIAN
TASK_000407,RES_0016,L2,1,True,TR_001223,L2,TECHNICIAN
TASK_000407,RES_0028,L2,1,True,TR_001224,L2,TECHNICIAN
TASK_000407,RES_0004,L1,1,True,TR_001225,L1,TECHNICIAN
TASK_000408,RES_0006,L3,1,False,TR_001226,L3,SUPPORT
TASK_000408,RES_0030,L3,1,False,TR_001227,L3,SUPPORT
TASK_000408,RES_0009,L3,1,True,TR_001228,L3,LEAD
TASK_000409,RES_0019,L1,1,False,TR_001229,L1,LEAD
TASK_000409,RES_0010,L3,1,True,TR_001230,L3,LEAD
TASK_000409,RES_0004,L1,1,True,TR_001231,L1,TECHNICIAN
TASK_000410,RES_0011,L1,1,False,TR_001232,L1,SUPPORT
TASK_000410,RES_0020,L1,1,True,TR_001233,L1,LEAD
TASK_000410,RES_0026,L1,1,True,TR_001234,L1,SUPPORT
TASK_000411,RES_0006,L3,1,True,TR_001235,L3,SUPPORT
TASK_000411,RES_0009,L3,1,True,TR_001236,L3,SUPPORT
TASK_000411,RES_0015,L3,1,True,TR_001237,L3,TECHNICIAN
TASK_000412,RES_0019,L1,1,False,TR_001238,L1,TECHNICIAN
TASK_000412,RES_0016,L2,1,True,TR_001239,L2,SUPPORT
TASK_000412,RES_0004,L1,1,True,TR_001240,L1,LEAD
TASK_000413,RES_0005,L1,1,False,TR_001241,L1,SUPPORT
TASK_000413,RES_0002,L2,1,True,TR_001242,L2,LEAD
TASK_000413,RES_0023,L3,1,True,TR_001243,L3,SUPPORT
TASK_000414,RES_0003,L2,1,False,TR_001244,L2,SUPPORT
TASK_000414,RES_0018,L3,1,False,TR_001245,L3,TECHNICIAN
TASK_000414,RES_0027,L2,1,True,TR_001246,L2,LEAD
TASK_000415,RES_0023,L3,1,True,TR_001247,L3,SUPPORT
TASK_000415,RES_0008,L1,1,True,TR_001248,L1,SUPPORT
TASK_000415,RES_0020,L1,1,True,TR_001249,L1,SUPPORT
TASK_000416,RES_0030,L3,1,True,TR_001250,L3,TECHNICIAN
TASK_000416,RES_0027,L2,1,True,TR_001251,L2,SUPPORT
TASK_000416,RES_0006,L3,1,True,TR_001252,L3,LEAD
TASK_000417,RES_0010,L3,1,False,TR_001253,L3,SUPPORT
TASK_000417,RES_0004,L1,1,False,TR_001254,L1,SUPPORT
TASK_000417,RES_0016,L2,1,True,TR_001255,L2,TECHNICIAN
TASK_000418,RES_0008,L1,1,True,TR_001256,L1,TECHNICIAN
TASK_000418,RES_0011,L1,1,True,TR_001257,L1,SUPPORT
TASK_000418,RES_0017,L3,1,True,TR_001258,L3,LEAD
TASK_000419,RES_0027,L2,1,False,TR_001259,L2,SUPPORT
TASK_000419,RES_0021,L1,1,True,TR_001260,L1,TECHNICIAN
TASK_000419,RES_0030,L3,1,True,TR_001261,L3,LEAD
TASK_000420,RES_0001,L3,1,False,TR_001262,L3,SUPPORT
TASK_000420,RES_0019,L1,1,False,TR_001263,L1,TECHNICIAN
TASK_000420,RES_0025,L2,1,True,TR_001264,L2,TECHNICIAN
TASK_000421,RES_0020,L1,1,False,TR_001265,L1,SUPPORT
TASK_000421,RES_0023,L3,1,True,TR_001266,L3,LEAD
TASK_000421,RES_0002,L2,1,True,TR_001267,L2,TECHNICIAN
TASK_000422,RES_0001,L3,1,True,TR_001268,L3,LEAD
TASK_000422,RES_0004,L1,1,True,TR_001269,L1,LEAD
TASK_000422,RES_0019,L1,1,True,TR_001270,L1,SUPPORT
TASK_000423,RES_0029,L1,1,True,TR_001271,L1,TECHNICIAN
TASK_000423,RES_0002,L2,1,True,TR_001272,L2,SUPPORT
TASK_000423,RES_0017,L3,1,True,TR_001273,L3,SUPPORT
TASK_000424,RES_0012,L1,1,True,TR_001274,L1,SUPPORT
TASK_000424,RES_0027,L2,1,True,TR_001275,L2,LEAD
TASK_000424,RES_0006,L3,1,True,TR_001276,L3,SUPPORT
TASK_000425,RES_0001,L3,1,False,TR_001277,L3,SUPPORT
TASK_000425,RES_0022,L2,1,True,TR_001278,L2,SUPPORT
TASK_000425,RES_0004,L1,1,True,TR_001279,L1,LEAD
TASK_000426,RES_0017,L3,1,True,TR_001280,L3,TECHNICIAN
TASK_000426,RES_0026,L1,1,True,TR_001281,L1,LEAD
TASK_000426,RES_0029,L1,1,True,TR_001282,L1,LEAD
TASK_000426,RES_0023,L3,1,True,TR_001283,L3,TECHNICIAN
TASK_000426,RES_0020,L1,1,True,TR_001284,L1,SUPPORT
TASK_000427,RES_0021,L1,1,True,TR_001285,L1,LEAD
TASK_000427,RES_0030,L3,1,True,TR_001286,L3,LEAD
TASK_000427,RES_0024,L1,1,True,TR_001287,L1,SUPPORT
TASK_000428,RES_0004,L1,1,True,TR_001288,L1,LEAD
TASK_000428,RES_0016,L2,1,False,TR_001289,L2,LEAD
TASK_000428,RES_0001,L3,1,True,TR_001290,L3,LEAD
TASK_000429,RES_0003,L2,1,True,TR_001291,L2,SUPPORT
TASK_000429,RES_0009,L3,1,True,TR_001292,L3,SUPPORT
TASK_000429,RES_0006,L3,1,True,TR_001293,L3,TECHNICIAN
TASK_000429,RES_0030,L3,1,False,TR_001294,L3,LEAD
TASK_000430,RES_0001,L3,1,True,TR_001295,L3,LEAD
TASK_000430,RES_0010,L3,1,True,TR_001296,L3,SUPPORT
TASK_000430,RES_0019,L1,1,True,TR_001297,L1,SUPPORT
TASK_000431,RES_0020,L1,1,False,TR_001298,L1,LEAD
TASK_000431,RES_0008,L1,1,True,TR_001299,L1,SUPPORT
TASK_000431,RES_0014,L1,1,True,TR_001300,L1,SUPPORT
TASK_000432,RES_0015,L3,1,True,TR_001301,L3,SUPPORT
TASK_000432,RES_0009,L3,1,True,TR_001302,L3,TECHNICIAN
TASK_000432,RES_0006,L3,1,True,TR_001303,L3,SUPPORT
TASK_000433,RES_0019,L1,1,True,TR_001304,L1,SUPPORT
TASK_000433,RES_0016,L2,1,False,TR_001305,L2,LEAD
TASK_000433,RES_0001,L3,1,False,TR_001306,L3,TECHNICIAN
TASK_000434,RES_0011,L1,1,True,TR_001307,L1,LEAD
TASK_000434,RES_0029,L1,1,True,TR_001308,L1,TECHNICIAN
TASK_000434,RES_0017,L3,1,False,TR_001309,L3,TECHNICIAN
TASK_000435,RES_0006,L3,1,True,TR_001310,L3,LEAD
TASK_000435,RES_0003,L2,1,True,TR_001311,L2,SUPPORT
TASK_000435,RES_0012,L1,1,True,TR_001312,L1,SUPPORT
TASK_000436,RES_0014,L1,1,True,TR_001313,L1,SUPPORT
TASK_000436,RES_0023,L3,1,False,TR_001314,L3,TECHNICIAN
TASK_000436,RES_0017,L3,1,False,TR_001315,L3,TECHNICIAN
TASK_000437,RES_0021,L1,1,True,TR_001316,L1,LEAD
TASK_000437,RES_0018,L3,1,True,TR_001317,L3,SUPPORT
TASK_000437,RES_0012,L1,1,True,TR_001318,L1,LEAD
TASK_000438,RES_0004,L1,1,True,TR_001319,L1,LEAD
TASK_000438,RES_0007,L1,1,True,TR_001320,L1,SUPPORT
TASK_000438,RES_0019,L1,1,True,TR_001321,L1,LEAD
TASK_000439,RES_0017,L3,1,True,TR_001322,L3,SUPPORT
TASK_000439,RES_0011,L1,1,True,TR_001323,L1,SUPPORT
TASK_000439,RES_0020,L1,1,True,TR_001324,L1,LEAD
TASK_000440,RES_0027,L2,1,True,TR_001325,L2,LEAD
TASK_000440,RES_0030,L3,1,True,TR_001326,L3,TECHNICIAN
TASK_000440,RES_0012,L1,1,True,TR_001327,L1,LEAD
TASK_000441,RES_0004,L1,1,True,TR_001328,L1,TECHNICIAN
TASK_000441,RES_0016,L2,1,True,TR_001329,L2,SUPPORT
TASK_000441,RES_0022,L2,1,True,TR_001330,L2,SUPPORT
TASK_000442,RES_0026,L1,1,True,TR_001331,L1,LEAD
TASK_000442,RES_0005,L1,1,True,TR_001332,L1,SUPPORT
TASK_000442,RES_0002,L2,1,True,TR_001333,L2,LEAD
TASK_000443,RES_0013,L1,1,True,TR_001334,L1,LEAD
TASK_000443,RES_0022,L2,1,True,TR_001335,L2,TECHNICIAN
TASK_000443,RES_0019,L1,1,True,TR_001336,L1,SUPPORT
TASK_000444,RES_0017,L3,1,True,TR_001337,L3,SUPPORT
TASK_000444,RES_0023,L3,1,True,TR_001338,L3,LEAD
TASK_000444,RES_0008,L1,1,True,TR_001339,L1,TECHNICIAN
TASK_000445,RES_0009,L3,1,True,TR_001340,L3,TECHNICIAN
TASK_000445,RES_0003,L2,1,True,TR_001341,L2,TECHNICIAN
TASK_000445,RES_0015,L3,1,False,TR_001342,L3,LEAD
TASK_000446,RES_0007,L1,1,False,TR_001343,L1,SUPPORT
TASK_000446,RES_0025,L2,1,True,TR_001344,L2,LEAD
TASK_000446,RES_0013,L1,1,True,TR_001345,L1,SUPPORT
TASK_000447,RES_0020,L1,1,True,TR_001346,L1,TECHNICIAN
TASK_000447,RES_0023,L3,1,False,TR_001347,L3,LEAD
TASK_000447,RES_0026,L1,1,True,TR_001348,L1,LEAD
TASK_000448,RES_0018,L3,1,True,TR_001349,L3,TECHNICIAN
TASK_000448,RES_0003,L2,1,True,TR_001350,L2,TECHNICIAN
TASK_000449,RES_0004,L1,1,False,TR_001351,L1,SUPPORT
TASK_000449,RES_0019,L1,1,False,TR_001352,L1,SUPPORT
TASK_000449,RES_0025,L2,1,True,TR_001353,L2,LEAD
TASK_000450,RES_0008,L1,1,True,TR_001354,L1,TECHNICIAN
TASK_000450,RES_0011,L1,1,True,TR_001355,L1,LEAD
TASK_000450,RES_0029,L1,1,True,TR_001356,L1,LEAD
TASK_000451,RES_0004,L1,1,True,TR_001357,L1,SUPPORT
TASK_000451,RES_0028,L2,1,True,TR_001358,L2,TECHNICIAN
TASK_000451,RES_0025,L2,1,True,TR_001359,L2,TECHNICIAN
TASK_000452,RES_0011,L1,1,False,TR_001360,L1,TECHNICIAN
TASK_000452,RES_0029,L1,1,True,TR_001361,L1,LEAD
TASK_000452,RES_0005,L1,1,True,TR_001362,L1,TECHNICIAN
TASK_000453,RES_0027,L2,1,False,TR_001363,L2,SUPPORT
TASK_000453,RES_0009,L3,1,True,TR_001364,L3,SUPPORT
TASK_000453,RES_0018,L3,1,False,TR_001365,L3,TECHNICIAN
TASK_000454,RES_0004,L1,1,True,TR_001366,L1,SUPPORT
TASK_000454,RES_0001,L3,1,False,TR_001367,L3,TECHNICIAN
TASK_000454,RES_0028,L2,1,True,TR_001368,L2,TECHNICIAN
TASK_000455,RES_0002,L2,1,True,TR_001369,L2,TECHNICIAN
TASK_000455,RES_0023,L3,1,True,TR_001370,L3,SUPPORT
TASK_000455,RES_0011,L1,1,True,TR_001371,L1,LEAD
TASK_000456,RES_0024,L1,1,True,TR_001372,L1,TECHNICIAN
TASK_000457,RES_0019,L1,1,True,TR_001373,L1,TECHNICIAN
TASK_000457,RES_0022,L2,1,True,TR_001374,L2,LEAD
TASK_000457,RES_0004,L1,1,True,TR_001375,L1,LEAD
TASK_000458,RES_0030,L3,1,True,TR_001376,L3,LEAD
TASK_000458,RES_0024,L1,1,True,TR_001377,L1,TECHNICIAN
TASK_000458,RES_0015,L3,1,True,TR_001378,L3,LEAD
TASK_000459,RES_0016,L2,1,False,TR_001379,L2,TECHNICIAN
TASK_000459,RES_0004,L1,1,True,TR_001380,L1,TECHNICIAN
TASK_000459,RES_0025,L2,1,True,TR_001381,L2,LEAD
TASK_000459,RES_0007,L1,1,True,TR_001382,L1,LEAD
TASK_000459,RES_0019,L1,1,True,TR_001383,L1,LEAD
TASK_000460,RES_0017,L3,1,True,TR_001384,L3,LEAD
TASK_000460,RES_0008,L1,1,True,TR_001385,L1,TECHNICIAN
TASK_000461,RES_0012,L1,1,False,TR_001386,L1,TECHNICIAN
TASK_000461,RES_0027,L2,1,True,TR_001387,L2,LEAD
TASK_000461,RES_0009,L3,1,True,TR_001388,L3,TECHNICIAN
TASK_000462,RES_0010,L3,1,True,TR_001389,L3,TECHNICIAN
TASK_000462,RES_0001,L3,1,False,TR_001390,L3,SUPPORT
TASK_000462,RES_0007,L1,1,False,TR_001391,L1,LEAD
TASK_000463,RES_0020,L1,1,False,TR_001392,L1,SUPPORT
TASK_000463,RES_0011,L1,1,True,TR_001393,L1,LEAD
TASK_000463,RES_0005,L1,1,False,TR_001394,L1,LEAD
TASK_000464,RES_0012,L1,1,False,TR_001395,L1,SUPPORT
TASK_000464,RES_0003,L2,1,True,TR_001396,L2,LEAD
TASK_000464,RES_0024,L1,1,True,TR_001397,L1,LEAD
TASK_000465,RES_0011,L1,1,True,TR_001398,L1,LEAD
TASK_000465,RES_0014,L1,1,True,TR_001399,L1,SUPPORT
TASK_000465,RES_0017,L3,1,True,TR_001400,L3,TECHNICIAN
TASK_000466,RES_0006,L3,1,False,TR_001401,L3,SUPPORT
TASK_000466,RES_0009,L3,1,True,TR_001402,L3,TECHNICIAN
TASK_000466,RES_0021,L1,1,False,TR_001403,L1,TECHNICIAN
TASK_000467,RES_0025,L2,1,True,TR_001404,L2,SUPPORT
TASK_000467,RES_0007,L1,1,True,TR_001405,L1,SUPPORT
TASK_000467,RES_0022,L2,1,True,TR_001406,L2,LEAD
TASK_000468,RES_0017,L3,1,True,TR_001407,L3,LEAD
TASK_000468,RES_0005,L1,1,True,TR_001408,L1,TECHNICIAN
TASK_000468,RES_0020,L1,1,True,TR_001409,L1,LEAD
TASK_000469,RES_0018,L3,1,True,TR_001410,L3,TECHNICIAN
TASK_000469,RES_0009,L3,1,True,TR_001411,L3,SUPPORT
TASK_000469,RES_0012,L1,1,True,TR_001412,L1,LEAD
TASK_000470,RES_0025,L2,1,True,TR_001413,L2,SUPPORT
TASK_000470,RES_0010,L3,1,True,TR_001414,L3,LEAD
TASK_000470,RES_0022,L2,1,True,TR_001415,L2,LEAD
TASK_000471,RES_0014,L1,1,True,TR_001416,L1,TECHNICIAN
TASK_000471,RES_0008,L1,1,True,TR_001417,L1,LEAD
TASK_000471,RES_0020,L1,1,False,TR_001418,L1,TECHNICIAN
TASK_000472,RES_0028,L2,1,True,TR_001419,L2,LEAD
TASK_000472,RES_0010,L3,1,True,TR_001420,L3,TECHNICIAN
TASK_000472,RES_0019,L1,1,True,TR_001421,L1,TECHNICIAN
TASK_000473,RES_0011,L1,1,True,TR_001422,L1,LEAD
TASK_000473,RES_0008,L1,1,True,TR_001423,L1,LEAD
TASK_000473,RES_0020,L1,1,True,TR_001424,L1,LEAD
TASK_000474,RES_0015,L3,1,True,TR_001425,L3,TECHNICIAN
TASK_000474,RES_0003,L2,1,True,TR_001426,L2,TECHNICIAN
TASK_000474,RES_0030,L3,1,True,TR_001427,L3,LEAD
TASK_000475,RES_0025,L2,1,True,TR_001428,L2,SUPPORT
TASK_000475,RES_0010,L3,1,False,TR_001429,L3,TECHNICIAN
TASK_000475,RES_0001,L3,1,True,TR_001430,L3,LEAD
TASK_000475,RES_0028,L2,1,True,TR_001431,L2,TECHNICIAN
TASK_000475,RES_0016,L2,1,True,TR_001432,L2,SUPPORT
TASK_000476,RES_0017,L3,1,False,TR_001433,L3,LEAD
TASK_000476,RES_0026,L1,1,True,TR_001434,L1,SUPPORT
TASK_000476,RES_0023,L3,1,True,TR_001435,L3,LEAD
TASK_000477,RES_0024,L1,1,True,TR_001436,L1,SUPPORT
TASK_000477,RES_0018,L3,1,True,TR_001437,L3,LEAD
TASK_000477,RES_0006,L3,1,True,TR_001438,L3,LEAD
TASK_000477,RES_0009,L3,1,True,TR_001439,L3,TECHNICIAN
TASK_000477,RES_0003,L2,1,False,TR_001440,L2,SUPPORT
TASK_000478,RES_0007,L1,1,True,TR_001441,L1,TECHNICIAN
TASK_000478,RES_0016,L2,1,True,TR_001442,L2,TECHNICIAN
TASK_000478,RES_0010,L3,1,True,TR_001443,L3,SUPPORT
TASK_000479,RES_0006,L3,1,False,TR_001444,L3,TECHNICIAN
TASK_000479,RES_0018,L3,1,True,TR_001445,L3,LEAD
TASK_000479,RES_0024,L1,1,True,TR_001446,L1,TECHNICIAN
TASK_000480,RES_0013,L1,1,True,TR_001447,L1,LEAD
TASK_000480,RES_0004,L1,1,True,TR_001448,L1,SUPPORT
TASK_000480,RES_0022,L2,1,True,TR_001449,L2,LEAD
TASK_000481,RES_0002,L2,1,True,TR_001450,L2,LEAD
TASK_000481,RES_0023,L3,1,True,TR_001451,L3,SUPPORT
TASK_000481,RES_0017,L3,1,True,TR_001452,L3,SUPPORT
TASK_000482,RES_0006,L3,1,True,TR_001453,L3,SUPPORT
TASK_000482,RES_0015,L3,1,False,TR_001454,L3,LEAD
TASK_000482,RES_0030,L3,1,True,TR_001455,L3,TECHNICIAN
TASK_000483,RES_0001,L3,1,True,TR_001456,L3,TECHNICIAN
TASK_000483,RES_0010,L3,1,True,TR_001457,L3,LEAD
TASK_000483,RES_0019,L1,1,True,TR_001458,L1,SUPPORT
TASK_000484,RES_0011,L1,1,True,TR_001459,L1,LEAD
TASK_000484,RES_0023,L3,1,True,TR_001460,L3,LEAD
TASK_000484,RES_0029,L1,1,True,TR_001461,L1,LEAD
TASK_000485,RES_0021,L1,1,True,TR_001462,L1,LEAD
TASK_000485,RES_0012,L1,1,True,TR_001463,L1,TECHNICIAN
TASK_000485,RES_0006,L3,1,False,TR_001464,L3,SUPPORT
TASK_000486,RES_0011,L1,1,True,TR_001465,L1,LEAD
TASK_000486,RES_0005,L1,1,True,TR_001466,L1,LEAD
TASK_000486,RES_0020,L1,1,True,TR_001467,L1,TECHNICIAN
TASK_000487,RES_0024,L1,1,True,TR_001468,L1,SUPPORT
TASK_000487,RES_0030,L3,1,True,TR_001469,L3,TECHNICIAN
TASK_000487,RES_0006,L3,1,True,TR_001470,L3,SUPPORT
TASK_000488,RES_0019,L1,1,True,TR_001471,L1,TECHNICIAN
TASK_000488,RES_0004,L1,1,False,TR_001472,L1,LEAD
TASK_000488,RES_0022,L2,1,True,TR_001473,L2,TECHNICIAN
TASK_000489,RES_0029,L1,1,True,TR_001474,L1,TECHNICIAN
TASK_000489,RES_0023,L3,1,True,TR_001475,L3,TECHNICIAN
TASK_000489,RES_0020,L1,1,True,TR_001476,L1,LEAD
TASK_000490,RES_0009,L3,1,False,TR_001477,L3,LEAD
TASK_000490,RES_0018,L3,1,True,TR_001478,L3,LEAD
TASK_000490,RES_0003,L2,1,False,TR_001479,L2,LEAD
TASK_000491,RES_0010,L3,1,True,TR_001480,L3,SUPPORT
TASK_000491,RES_0019,L1,1,True,TR_001481,L1,TECHNICIAN
TASK_000491,RES_0025,L2,1,True,TR_001482,L2,TECHNICIAN
TASK_000492,RES_0020,L1,1,False,TR_001483,L1,LEAD
TASK_000492,RES_0011,L1,1,True,TR_001484,L1,SUPPORT
TASK_000492,RES_0017,L3,1,True,TR_001485,L3,LEAD
TASK_000493,RES_0019,L1,1,True,TR_001486,L1,LEAD
TASK_000493,RES_0025,L2,1,False,TR_001487,L2,SUPPORT
TASK_000493,RES_0001,L3,1,True,TR_001488,L3,SUPPORT
TASK_000494,RES_0026,L1,1,True,TR_001489,L1,SUPPORT
TASK_000494,RES_0017,L3,1,True,TR_001490,L3,TECHNICIAN
TASK_000494,RES_0005,L1,1,True,TR_001491,L1,SUPPORT
TASK_000495,RES_0009,L3,1,False,TR_001492,L3,LEAD
TASK_000495,RES_0027,L2,1,True,TR_001493,L2,SUPPORT
TASK_000495,RES_0015,L3,1,False,TR_001494,L3,SUPPORT
TASK_000496,RES_0019,L1,1,True,TR_001495,L1,SUPPORT
TASK_000496,RES_0001,L3,1,True,TR_001496,L3,SUPPORT
TASK_000496,RES_0004,L1,1,True,TR_001497,L1,SUPPORT
TASK_000497,RES_0029,L1,1,False,TR_001498,L1,SUPPORT
TASK_000497,RES_0017,L3,1,False,TR_001499,L3,LEAD
TASK_000497,RES_0026,L1,1,True,TR_001500,L1,TECHNICIAN
TASK_000498,RES_0024,L1,1,True,TR_001501,L1,SUPPORT
TASK_000499,RES_0004,L1,1,True,TR_001502,L1,SUPPORT
TASK_000499,RES_0016,L2,1,True,TR_001503,L2,SUPPORT
TASK_000499,RES_0025,L2,1,True,TR_001504,L2,SUPPORT
TASK_000500,RES_0020,L1,1,True,TR_001505,L1,SUPPORT
TASK_000500,RES_0005,L1,1,False,TR_001506,L1,LEAD
TASK_000500,RES_0023,L3,1,True,TR_001507,L3,LEAD
TASK_000001,RES_0001,L3,1,True,TR_001508,L3,LEAD
TASK_000002,RES_0017,L3,1,True,TR_001509,L3,LEAD
