task_id,asset_id,department,task_type,maintenance_type,section_id,location_code,description,reported_date,due_date,estimated_duration_min,status,criticality,urgency,operational_impact,can_be_rescheduled,priority_score,priority_category,required_block_type,is_overdue,source_defect_id,base_priority_score,priority_source,priority_override_reason
TASK_000275,AST_000025,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic turnout maintenance activity,2026-03-21,2026-10-10,120,PENDING,94.7,26.1,32.3,TRUE,49.05,MEDIUM,TRAFFIC_BLOCK,FALSE,,49.05,RULE_BASED,
TASK_000276,AST_000032,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic substation maintenance activity,2026-05-12,2026-09-30,30,COMPLETED,72.1,100.0,32.2,FALSE,63.28,MEDIUM,POWER_BLOCK,FALSE,DEF_000121,63.28,RULE_BASED,
TASK_000277,AST_000039,S&T,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic signal maintenance activity,2026-06-26,2026-10-09,30,PENDING,91.8,10.8,71.0,TRUE,53.12,MEDIUM,SIGNAL_BLOCK,FALSE,,53.12,RULE_BASED,
TASK_000278,AST_000046,ENGINEERING,REPAIR,REPAIR,SEC_006,LOC_007,Synthetic turnout maintenance activity,2026-06-08,2026-10-22,75,COMPLETED,52.0,100.0,43.9,FALSE,59.18,MEDIUM,TRAFFIC_BLOCK,FALSE,,59.18,RULE_BASED,
TASK_000279,AST_000003,S&T,REPLACEMENT,REPLACEMENT,SEC_003,LOC_004,Synthetic relay maintenance activity,2026-09-04,2026-10-21,240,PENDING,55.7,100.0,26.0,TRUE,56.0,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000082,56.0,RULE_BASED,
TASK_000280,AST_000010,ENGINEERING,TESTING,TESTING,SEC_010,LOC_011,Synthetic points maintenance activity,2026-06-18,2026-10-19,30,SCHEDULED,83.3,0.0,79.9,TRUE,49.13,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000169,49.13,RULE_BASED,
TASK_000281,AST_000017,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_007,Synthetic substation maintenance activity,2026-03-25,2026-10-25,240,PENDING,66.6,0.0,15.5,TRUE,27.18,LOW,POWER_BLOCK,FALSE,,27.18,RULE_BASED,
TASK_000282,AST_000024,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_005,Synthetic interlocking_equipment maintenance activity,2026-08-31,2026-10-09,90,COMPLETED,66.7,80.9,28.4,FALSE,54.72,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000143,54.72,RULE_BASED,
TASK_000283,AST_000031,ENGINEERING,INSPECTION,INSPECTION,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-05-09,2026-10-17,150,PENDING,40.4,100.0,28.5,TRUE,51.26,MEDIUM,TRAFFIC_BLOCK,FALSE,,51.26,RULE_BASED,
TASK_000284,AST_000038,TRD,REPAIR,REPAIR,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-09-02,2026-09-27,120,PENDING,95.1,34.5,47.7,TRUE,55.56,MEDIUM,POWER_BLOCK,FALSE,DEF_000067,55.56,RULE_BASED,
TASK_000285,AST_000045,S&T,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-09-03,2026-10-15,150,PENDING,42.3,0.0,20.4,TRUE,19.9,LOW,SIGNAL_BLOCK,FALSE,DEF_000004,19.9,RULE_BASED,
TASK_000286,AST_000002,TRD,TESTING,TESTING,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-05-21,2026-10-24,180,PENDING,63.8,78.7,26.5,TRUE,52.56,MEDIUM,POWER_BLOCK,FALSE,DEF_000241,52.56,RULE_BASED,
TASK_000287,AST_000009,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-03-21,2026-10-10,60,PENDING,89.0,0.0,54.0,TRUE,44.65,MEDIUM,SIGNAL_BLOCK,FALSE,,44.65,RULE_BASED,
TASK_000288,AST_000016,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-06-17,2026-10-26,90,CANCELLED,55.3,22.2,21.4,FALSE,31.36,LOW,TRAFFIC_BLOCK,FALSE,DEF_000065,31.36,RULE_BASED,
TASK_000289,AST_000023,TRD,INSPECTION,INSPECTION,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-04-14,2026-10-27,240,COMPLETED,55.6,47.6,60.3,FALSE,48.82,MEDIUM,POWER_BLOCK,FALSE,,48.82,RULE_BASED,
TASK_000290,AST_000030,S&T,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-06-24,2026-10-26,90,COMPLETED,88.6,77.6,28.3,FALSE,61.36,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000089,61.36,RULE_BASED,
TASK_000291,AST_000037,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-09-07,2026-09-22,60,PENDING,81.9,33.1,58.0,TRUE,53.1,MEDIUM,TRAFFIC_BLOCK,FALSE,,53.1,RULE_BASED,
TASK_000292,AST_000044,TRD,TESTING,TESTING,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-07-22,2026-10-20,45,COMPLETED,56.3,0.0,16.1,FALSE,23.73,LOW,POWER_BLOCK,FALSE,DEF_000063,23.73,RULE_BASED,
TASK_000293,AST_000001,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-09-05,2026-09-16,75,CANCELLED,50.3,100.0,59.3,FALSE,62.43,MEDIUM,TRAFFIC_BLOCK,FALSE,,62.43,RULE_BASED,
TASK_000294,AST_000008,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-05-14,2026-09-27,120,IN_PROGRESS,88.0,100.0,51.3,FALSE,73.62,HIGH,POWER_BLOCK,FALSE,,73.62,RULE_BASED,
TASK_000295,AST_000015,S&T,INSPECTION,INSPECTION,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-03-09,2026-10-15,150,COMPLETED,53.9,100.0,22.2,FALSE,54.41,MEDIUM,SIGNAL_BLOCK,FALSE,,54.41,RULE_BASED,
TASK_000296,AST_000022,ENGINEERING,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-07-19,2026-10-24,45,SCHEDULED,76.5,54.2,23.9,TRUE,49.01,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000061,49.01,RULE_BASED,
TASK_000297,AST_000029,TRD,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-05-22,2026-10-28,30,SCHEDULED,88.2,0.0,45.7,TRUE,42.3,MEDIUM,POWER_BLOCK,FALSE,DEF_000098,42.3,RULE_BASED,
TASK_000298,AST_000036,S&T,TESTING,TESTING,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-06-11,2026-10-26,90,IN_PROGRESS,78.2,2.2,72.9,FALSE,46.26,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000285,46.26,RULE_BASED,
TASK_000299,AST_000043,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-03-08,2026-10-29,150,SCHEDULED,70.1,11.2,40.9,TRUE,38.12,LOW,TRAFFIC_BLOCK,FALSE,,38.12,RULE_BASED,
TASK_000300,AST_000050,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-09-08,2026-10-26,60,COMPLETED,88.2,0.0,34.1,FALSE,39.39,LOW,POWER_BLOCK,FALSE,,39.39,RULE_BASED,
TASK_000301,AST_000007,ENGINEERING,INSPECTION,INSPECTION,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-07-04,2026-09-30,30,PENDING,52.8,93.6,43.2,TRUE,57.36,MEDIUM,TRAFFIC_BLOCK,FALSE,,57.36,RULE_BASED,
TASK_000302,AST_000014,TRD,REPAIR,REPAIR,SEC_004,LOC_005,Synthetic feeder maintenance activity,2026-09-13,2026-09-20,75,IN_PROGRESS,44.4,71.1,57.9,FALSE,51.34,MEDIUM,POWER_BLOCK,FALSE,,51.34,RULE_BASED,
TASK_000303,AST_000021,S&T,REPLACEMENT,REPLACEMENT,SEC_001,LOC_001,Synthetic signal maintenance activity,2026-06-21,2026-10-01,30,PENDING,42.9,100.0,20.6,TRUE,50.16,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000270,50.16,RULE_BASED,
TASK_000304,AST_000028,ENGINEERING,TESTING,TESTING,SEC_008,LOC_009,Synthetic culvert maintenance activity,2026-07-28,2026-10-22,240,COMPLETED,49.5,22.5,50.9,FALSE,36.8,LOW,TRAFFIC_BLOCK,FALSE,DEF_000057,36.8,RULE_BASED,
TASK_000305,AST_000035,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic isolator maintenance activity,2026-02-04,2026-10-22,240,COMPLETED,84.2,0.0,71.6,FALSE,47.37,MEDIUM,POWER_BLOCK,FALSE,,47.37,RULE_BASED,
TASK_000306,AST_000042,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic interlocking_equipment maintenance activity,2026-08-15,2026-10-29,150,COMPLETED,44.5,0.0,64.3,FALSE,31.65,LOW,SIGNAL_BLOCK,FALSE,DEF_000231,31.65,RULE_BASED,
TASK_000307,AST_000049,ENGINEERING,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic turnout maintenance activity,2026-01-17,2026-09-30,120,PENDING,67.6,31.2,32.9,TRUE,41.24,MEDIUM,TRAFFIC_BLOCK,FALSE,,41.24,RULE_BASED,
TASK_000308,AST_000006,S&T,REPAIR,REPAIR,SEC_006,LOC_007,Synthetic relay maintenance activity,2026-07-24,2026-10-21,75,COMPLETED,94.3,5.7,47.8,FALSE,46.66,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000255,46.66,RULE_BASED,
TASK_000309,AST_000013,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_003,LOC_004,Synthetic bridge maintenance activity,2026-05-26,2026-10-27,180,PENDING,54.3,74.4,29.5,TRUE,48.7,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000142,48.7,RULE_BASED,
TASK_000310,AST_000020,TRD,TESTING,TESTING,SEC_010,LOC_005,Synthetic isolator maintenance activity,2026-06-05,2026-10-02,75,COMPLETED,63.2,16.7,24.1,FALSE,33.16,LOW,POWER_BLOCK,FALSE,DEF_000229,33.16,RULE_BASED,
TASK_000311,AST_000027,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_007,Synthetic point_machine maintenance activity,2026-09-03,2026-10-14,75,IN_PROGRESS,50.8,0.0,58.2,FALSE,32.33,LOW,SIGNAL_BLOCK,FALSE,,32.33,RULE_BASED,
TASK_000312,AST_000034,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_004,Synthetic culvert maintenance activity,2026-08-08,2026-10-05,90,COMPLETED,82.4,72.7,46.2,FALSE,62.2,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000103,62.2,RULE_BASED,
TASK_000313,AST_000041,TRD,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic feeder maintenance activity,2026-06-16,2026-10-23,75,PENDING,89.8,0.0,63.5,TRUE,47.3,MEDIUM,POWER_BLOCK,FALSE,,47.3,RULE_BASED,
TASK_000314,AST_000048,S&T,REPAIR,REPAIR,SEC_008,LOC_009,Synthetic signal maintenance activity,2026-09-06,2026-10-22,30,PENDING,56.3,100.0,34.8,TRUE,58.4,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000077,58.4,RULE_BASED,
TASK_000315,AST_000005,TRD,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic ohe maintenance activity,2026-08-19,2026-10-22,60,CANCELLED,56.6,19.2,23.2,FALSE,31.37,LOW,POWER_BLOCK,FALSE,DEF_000214,31.37,RULE_BASED,
TASK_000316,AST_000012,S&T,TESTING,TESTING,SEC_002,LOC_002,Synthetic track_circuit maintenance activity,2026-04-15,2026-10-29,45,IN_PROGRESS,62.0,100.0,44.3,FALSE,62.78,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000001,62.78,RULE_BASED,
TASK_000317,AST_000019,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_009,Synthetic bridge maintenance activity,2026-08-18,2026-10-05,30,PENDING,79.6,21.8,50.1,TRUE,46.92,MEDIUM,TRAFFIC_BLOCK,FALSE,,46.92,RULE_BASED,
TASK_000318,AST_000026,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_006,Synthetic isolator maintenance activity,2026-05-14,2026-10-21,120,PENDING,79.3,77.8,22.5,TRUE,56.72,MEDIUM,POWER_BLOCK,FALSE,DEF_000225,56.72,RULE_BASED,
TASK_000319,AST_000033,S&T,INSPECTION,INSPECTION,SEC_003,LOC_003,Synthetic track_circuit maintenance activity,2026-02-04,2026-10-27,30,SCHEDULED,80.7,100.0,44.8,TRUE,69.44,HIGH,SIGNAL_BLOCK,FALSE,,69.44,RULE_BASED,
TASK_000320,AST_000040,ENGINEERING,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic track maintenance activity,2026-08-08,2026-10-23,120,COMPLETED,49.9,91.6,45.8,FALSE,56.4,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000099,56.4,RULE_BASED,
TASK_000321,AST_000047,TRD,REPLACEMENT,REPLACEMENT,SEC_007,LOC_008,Synthetic substation maintenance activity,2026-06-08,2026-10-15,180,COMPLETED,84.5,72.3,57.3,FALSE,65.59,HIGH,POWER_BLOCK,FALSE,,65.59,RULE_BASED,
TASK_000322,AST_000004,ENGINEERING,TESTING,TESTING,SEC_004,LOC_005,Synthetic turnout maintenance activity,2026-05-17,2026-10-25,240,IN_PROGRESS,87.4,0.0,49.0,FALSE,42.84,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000123,42.84,RULE_BASED,
TASK_000323,AST_000011,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_002,Synthetic switching_equipment maintenance activity,2026-06-01,2026-10-23,180,PENDING,69.6,50.3,38.9,TRUE,49.18,MEDIUM,POWER_BLOCK,FALSE,,49.18,RULE_BASED,
TASK_000324,AST_000018,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_009,Synthetic interlocking_equipment maintenance activity,2026-05-25,2026-10-17,180,PENDING,94.2,39.7,54.3,TRUE,58.46,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000297,58.46,RULE_BASED,
TASK_000325,AST_000025,ENGINEERING,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic turnout maintenance activity,2026-07-17,2026-10-16,240,SCHEDULED,94.7,0.0,43.1,TRUE,43.92,MEDIUM,TRAFFIC_BLOCK,FALSE,,43.92,RULE_BASED,
TASK_000326,AST_000032,TRD,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic substation maintenance activity,2026-07-19,2026-10-24,60,PENDING,72.1,0.0,27.9,TRUE,32.21,LOW,POWER_BLOCK,FALSE,DEF_000221,32.21,RULE_BASED,
TASK_000327,AST_000039,S&T,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic signal maintenance activity,2026-08-20,2026-10-09,90,COMPLETED,91.8,100.0,64.9,FALSE,78.35,HIGH,SIGNAL_BLOCK,FALSE,,78.35,RULE_BASED,
TASK_000328,AST_000046,ENGINEERING,TESTING,TESTING,SEC_006,LOC_007,Synthetic turnout maintenance activity,2026-07-16,2026-08-17,120,SCHEDULED,52.0,100.0,43.6,TRUE,69.1,HIGH,TRAFFIC_BLOCK,TRUE,DEF_000295,69.1,RULE_BASED,
TASK_000329,AST_000003,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_004,Synthetic relay maintenance activity,2026-02-24,2026-10-18,120,COMPLETED,55.7,0.0,20.4,FALSE,24.6,LOW,SIGNAL_BLOCK,FALSE,,24.6,RULE_BASED,
TASK_000330,AST_000010,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_011,Synthetic points maintenance activity,2026-07-22,2026-09-13,240,COMPLETED,83.3,100.0,72.2,FALSE,77.2,HIGH,TRAFFIC_BLOCK,FALSE,DEF_000269,77.2,RULE_BASED,
TASK_000331,AST_000017,TRD,INSPECTION,INSPECTION,SEC_007,LOC_007,Synthetic substation maintenance activity,2026-01-25,2026-09-16,60,COMPLETED,66.6,51.2,25.4,FALSE,45.02,MEDIUM,POWER_BLOCK,FALSE,,45.02,RULE_BASED,
TASK_000332,AST_000024,S&T,REPAIR,REPAIR,SEC_004,LOC_005,Synthetic interlocking_equipment maintenance activity,2026-03-10,2026-10-25,120,PENDING,66.7,100.0,21.5,TRUE,58.72,MEDIUM,SIGNAL_BLOCK,FALSE,,58.72,RULE_BASED,
TASK_000333,AST_000031,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-06-26,2026-10-10,150,COMPLETED,40.4,100.0,18.1,FALSE,48.66,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000280,48.66,RULE_BASED,
TASK_000334,AST_000038,TRD,TESTING,TESTING,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-07-06,2026-10-24,150,PENDING,95.1,0.0,42.1,TRUE,43.81,MEDIUM,POWER_BLOCK,FALSE,DEF_000167,43.81,RULE_BASED,
TASK_000335,AST_000045,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-03-16,2026-10-16,120,PENDING,42.3,66.7,11.2,TRUE,37.61,LOW,SIGNAL_BLOCK,FALSE,,37.61,RULE_BASED,
TASK_000336,AST_000002,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-04-09,2026-10-24,45,CANCELLED,63.8,0.0,25.0,FALSE,28.58,LOW,POWER_BLOCK,FALSE,DEF_000141,28.58,RULE_BASED,
TASK_000337,AST_000009,S&T,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-09-01,2026-10-09,75,PENDING,89.0,13.2,51.5,TRUE,47.98,MEDIUM,SIGNAL_BLOCK,FALSE,,47.98,RULE_BASED,
TASK_000338,AST_000016,ENGINEERING,REPAIR,REPAIR,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-09-09,2026-10-01,60,COMPLETED,55.3,26.5,29.4,FALSE,34.65,LOW,TRAFFIC_BLOCK,FALSE,DEF_000265,34.65,RULE_BASED,
TASK_000339,AST_000023,TRD,REPLACEMENT,REPLACEMENT,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-07-21,2026-10-21,240,SCHEDULED,55.6,24.1,60.9,TRUE,41.92,MEDIUM,POWER_BLOCK,FALSE,DEF_000102,41.92,RULE_BASED,
TASK_000340,AST_000030,S&T,TESTING,TESTING,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-04-23,2026-09-27,120,IN_PROGRESS,88.6,26.7,22.6,FALSE,44.67,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000189,44.67,RULE_BASED,
TASK_000341,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-06-22,2026-09-16,75,COMPLETED,81.9,100.0,53.2,FALSE,71.96,HIGH,TRAFFIC_BLOCK,FALSE,,71.96,RULE_BASED,
TASK_000342,AST_000044,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-06-26,2026-09-22,150,COMPLETED,56.3,39.9,13.1,FALSE,34.95,LOW,POWER_BLOCK,FALSE,,34.95,RULE_BASED,
TASK_000343,AST_000001,ENGINEERING,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-08-20,2026-10-10,180,SCHEDULED,50.3,39.7,46.0,TRUE,41.02,MEDIUM,TRAFFIC_BLOCK,FALSE,,41.02,RULE_BASED,
TASK_000344,AST_000008,TRD,REPAIR,REPAIR,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-06-21,2026-09-23,60,PENDING,88.0,54.4,41.9,TRUE,57.6,MEDIUM,POWER_BLOCK,FALSE,DEF_000087,57.6,RULE_BASED,
TASK_000345,AST_000015,S&T,REPLACEMENT,REPLACEMENT,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-06-19,2026-09-21,240,CANCELLED,53.9,74.8,26.3,FALSE,47.88,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000224,47.88,RULE_BASED,
TASK_000346,AST_000022,ENGINEERING,TESTING,TESTING,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-07-24,2026-10-24,30,SCHEDULED,76.5,0.0,27.7,TRUE,33.7,LOW,TRAFFIC_BLOCK,FALSE,DEF_000161,33.7,RULE_BASED,
TASK_000347,AST_000029,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-07-22,2026-10-01,30,CANCELLED,88.2,17.6,48.8,FALSE,48.35,MEDIUM,POWER_BLOCK,FALSE,,48.35,RULE_BASED,
TASK_000348,AST_000036,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-05-21,2026-10-26,180,PENDING,78.2,100.0,66.0,TRUE,73.87,HIGH,SIGNAL_BLOCK,FALSE,DEF_000185,73.87,RULE_BASED,
TASK_000349,AST_000043,ENGINEERING,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-05-12,2026-09-17,30,COMPLETED,70.1,100.0,44.5,FALSE,65.66,HIGH,TRAFFIC_BLOCK,FALSE,,65.66,RULE_BASED,
TASK_000350,AST_000050,TRD,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-06-07,2026-08-05,150,PENDING,88.2,100.0,39.7,TRUE,80.8,CRITICAL,POWER_BLOCK,TRUE,DEF_000159,80.8,RULE_BASED,
TASK_000351,AST_000007,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-04-08,2026-10-22,120,CANCELLED,52.8,0.0,46.6,FALSE,30.13,LOW,TRAFFIC_BLOCK,FALSE,DEF_000146,30.13,RULE_BASED,
TASK_000352,AST_000014,TRD,TESTING,TESTING,SEC_004,LOC_005,Synthetic feeder maintenance activity,2026-09-12,2026-09-22,30,SCHEDULED,44.4,94.2,48.5,TRUE,55.92,MEDIUM,POWER_BLOCK,FALSE,DEF_000183,55.92,RULE_BASED,
TASK_000353,AST_000021,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_001,Synthetic signal maintenance activity,2026-07-04,2026-10-24,120,PENDING,42.9,0.0,30.3,TRUE,22.59,LOW,SIGNAL_BLOCK,FALSE,,22.59,RULE_BASED,
TASK_000354,AST_000028,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_009,Synthetic culvert maintenance activity,2026-06-24,2026-10-22,45,PENDING,49.5,51.8,53.6,TRUE,46.26,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000057,46.26,RULE_BASED,
TASK_000355,AST_000035,TRD,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic isolator maintenance activity,2026-04-08,2026-10-22,180,CANCELLED,84.2,0.0,75.9,FALSE,48.44,MEDIUM,POWER_BLOCK,FALSE,,48.44,RULE_BASED,
TASK_000356,AST_000042,S&T,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic interlocking_equipment maintenance activity,2026-08-28,2026-10-24,60,COMPLETED,44.5,18.5,68.3,FALSE,38.2,LOW,SIGNAL_BLOCK,FALSE,DEF_000081,38.2,RULE_BASED,
TASK_000357,AST_000049,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic turnout maintenance activity,2026-07-25,2026-10-01,90,CANCELLED,67.6,89.6,27.7,FALSE,57.46,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000218,57.46,RULE_BASED,
TASK_000358,AST_000006,S&T,TESTING,TESTING,SEC_006,LOC_007,Synthetic relay maintenance activity,2026-06-30,2026-10-26,75,CANCELLED,94.3,79.6,46.1,FALSE,68.41,HIGH,SIGNAL_BLOCK,FALSE,,68.41,RULE_BASED,
TASK_000359,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_004,Synthetic bridge maintenance activity,2026-05-19,2026-09-17,150,COMPLETED,54.3,62.2,34.1,FALSE,46.19,MEDIUM,TRAFFIC_BLOCK,FALSE,,46.19,RULE_BASED,
TASK_000360,AST_000020,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic isolator maintenance activity,2026-09-05,2026-10-10,240,IN_PROGRESS,63.2,54.3,29.8,FALSE,45.86,MEDIUM,POWER_BLOCK,FALSE,,45.86,RULE_BASED,
TASK_000361,AST_000027,S&T,INSPECTION,INSPECTION,SEC_007,LOC_007,Synthetic point_machine maintenance activity,2026-02-09,2026-10-22,180,PENDING,50.8,36.5,58.2,TRUE,43.28,MEDIUM,SIGNAL_BLOCK,FALSE,,43.28,RULE_BASED,
TASK_000362,AST_000034,ENGINEERING,REPAIR,REPAIR,SEC_004,LOC_004,Synthetic culvert maintenance activity,2026-08-30,2026-09-06,60,COMPLETED,82.4,86.9,57.3,FALSE,79.24,HIGH,TRAFFIC_BLOCK,TRUE,DEF_000253,79.24,RULE_BASED,
TASK_000363,AST_000041,TRD,REPLACEMENT,REPLACEMENT,SEC_001,LOC_001,Synthetic feeder maintenance activity,2026-05-02,2026-10-24,30,COMPLETED,89.8,32.1,57.4,FALSE,55.41,MEDIUM,POWER_BLOCK,FALSE,DEF_000290,55.41,RULE_BASED,
TASK_000364,AST_000048,S&T,TESTING,TESTING,SEC_008,LOC_009,Synthetic signal maintenance activity,2026-09-06,2026-10-22,150,PENDING,56.3,0.0,36.7,TRUE,28.88,LOW,SIGNAL_BLOCK,FALSE,DEF_000077,28.88,RULE_BASED,
TASK_000365,AST_000005,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic ohe maintenance activity,2026-07-02,2026-09-17,75,PENDING,56.6,43.1,29.7,TRUE,40.16,MEDIUM,POWER_BLOCK,FALSE,,40.16,RULE_BASED,
