record_id,asset_id,department,task_type,criticality,urgency,operational_impact,previous_defects,maintenance_frequency,estimated_duration,actual_duration,delay_to_completion,was_overdue,repeat_defect,weather_risk,previous_failure_indicator,defect_severity,final_priority
HIST_004331,AST_000027,S&T,INSPECTION,50.8,47.6,60.3,5,11,240,297,34,TRUE,TRUE,0.074,False,CRITICAL,54.2
HIST_004332,AST_000044,TRD,REPAIR,56.3,5.7,47.8,2,6,75,65,0,FALSE,TRUE,0.068,False,CRITICAL,42.88
HIST_004333,AST_000011,TRD,REPLACEMENT,69.6,100.0,64.9,2,9,90,105,9,TRUE,TRUE,0.759,False,HIGH,70.11
HIST_004334,AST_000028,ENGINEERING,TESTING,49.5,0.0,27.7,1,12,30,30,0,FALSE,TRUE,0.376,True,MEDIUM,37.89
HIST_004335,AST_000045,S&T,PREVENTIVE_MAINTENANCE,42.3,43.1,29.7,4,10,75,69,0,FALSE,TRUE,0.257,False,HIGH,40.66
HIST_004336,AST_000012,S&T,CORRECTIVE_MAINTENANCE,62.0,73.4,46.4,5,12,90,88,0,FALSE,TRUE,0.383,False,LOW,49.98
HIST_004337,AST_000029,TRD,INSPECTION,88.2,100.0,18.3,5,5,150,179,17,TRUE,TRUE,0.456,False,HIGH,66.37
HIST_004338,AST_000046,ENGINEERING,REPAIR,52.0,73.2,59.7,3,3,75,74,0,FALSE,TRUE,0.433,False,HIGH,57.09
HIST_004339,AST_000013,ENGINEERING,REPLACEMENT,54.3,81.8,53.8,2,6,120,111,0,FALSE,TRUE,0.755,False,HIGH,58.75
HIST_004340,AST_000030,S&T,TESTING,88.6,73.2,20.0,0,2,180,203,14,TRUE,FALSE,0.455,False,HIGH,60.13
HIST_004341,AST_000047,TRD,PREVENTIVE_MAINTENANCE,84.5,100.0,24.4,1,5,90,85,0,FALSE,TRUE,0.305,True,LOW,68.98
HIST_004342,AST_000014,TRD,CORRECTIVE_MAINTENANCE,44.4,10.9,73.5,1,3,30,30,0,FALSE,TRUE,0.844,False,CRITICAL,45.74
HIST_004343,AST_000031,ENGINEERING,PREVENTIVE_MAINTENANCE,40.4,59.8,53.7,5,10,150,187,22,TRUE,TRUE,0.189,False,CRITICAL,52.81
HIST_004344,AST_000048,S&T,CORRECTIVE_MAINTENANCE,56.3,74.6,37.2,0,8,120,126,4,TRUE,FALSE,0.076,False,LOW,46.73
HIST_004345,AST_000015,S&T,INSPECTION,53.9,99.7,69.6,3,12,180,188,5,TRUE,TRUE,0.601,False,MEDIUM,62.52
HIST_004346,AST_000032,TRD,REPAIR,72.1,69.8,54.9,2,3,60,69,5,TRUE,TRUE,0.639,False,MEDIUM,57.56
HIST_004347,AST_000049,ENGINEERING,REPLACEMENT,67.6,100.0,55.3,2,12,120,139,11,TRUE,TRUE,0.721,False,HIGH,67.59
HIST_004348,AST_000016,ENGINEERING,TESTING,55.3,100.0,48.3,5,8,150,174,14,TRUE,TRUE,0.908,True,MEDIUM,68.75
HIST_004349,AST_000033,S&T,PREVENTIVE_MAINTENANCE,80.7,74.9,17.4,5,7,180,212,19,TRUE,TRUE,0.229,False,HIGH,57.66
HIST_004350,AST_000050,TRD,CORRECTIVE_MAINTENANCE,88.2,26.1,35.4,3,11,180,224,26,TRUE,TRUE,0.758,False,LOW,43.81
HIST_004351,AST_000017,TRD,INSPECTION,66.6,7.2,43.4,2,4,90,78,0,FALSE,TRUE,0.064,False,HIGH,41.71
HIST_004352,AST_000034,ENGINEERING,REPAIR,82.4,0.0,18.3,1,10,60,63,2,TRUE,TRUE,0.733,False,HIGH,39.63
HIST_004353,AST_000001,ENGINEERING,REPLACEMENT,50.3,0.0,34.3,1,5,120,114,0,FALSE,TRUE,0.741,False,HIGH,33.2
HIST_004354,AST_000018,S&T,TESTING,94.2,0.0,21.5,2,8,90,75,0,FALSE,TRUE,0.434,False,CRITICAL,47.56
HIST_004355,AST_000035,TRD,PREVENTIVE_MAINTENANCE,84.2,83.3,29.5,5,6,120,110,0,FALSE,TRUE,0.349,True,LOW,65.73
HIST_004356,AST_000002,TRD,CORRECTIVE_MAINTENANCE,63.8,0.0,34.7,5,9,90,103,8,TRUE,TRUE,0.522,False,HIGH,37.33
HIST_004357,AST_000019,ENGINEERING,INSPECTION,79.6,100.0,28.5,4,6,150,132,0,FALSE,TRUE,0.64,False,MEDIUM,62.08
HIST_004358,AST_000036,S&T,REPAIR,78.2,71.1,57.9,1,3,75,93,11,TRUE,TRUE,0.218,False,MEDIUM,60.31
HIST_004359,AST_000003,S&T,REPLACEMENT,55.7,72.3,57.3,4,10,180,180,0,FALSE,TRUE,0.116,False,MEDIUM,53.74
HIST_004360,AST_000020,TRD,TESTING,63.2,26.7,22.6,0,9,120,147,16,TRUE,FALSE,0.047,False,CRITICAL,45.16
HIST_004361,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,81.9,62.2,34.1,5,4,150,154,2,TRUE,TRUE,0.441,False,MEDIUM,54.44
HIST_004362,AST_000004,ENGINEERING,CORRECTIVE_MAINTENANCE,87.4,0.0,50.4,3,8,150,142,0,FALSE,TRUE,0.138,True,LOW,50.05
HIST_004363,AST_000021,S&T,INSPECTION,42.9,100.0,44.5,2,7,240,198,0,FALSE,TRUE,0.207,False,HIGH,58.02
HIST_004364,AST_000038,TRD,REPAIR,95.1,100.0,46.7,2,3,45,39,0,FALSE,TRUE,0.95,False,LOW,66.62
HIST_004365,AST_000005,TRD,REPLACEMENT,56.6,100.0,24.7,4,6,150,154,2,TRUE,TRUE,0.1,False,CRITICAL,61.92
HIST_004366,AST_000022,ENGINEERING,TESTING,76.5,16.0,50.4,2,11,180,155,0,FALSE,TRUE,0.827,False,MEDIUM,44.53
HIST_004367,AST_000039,S&T,PREVENTIVE_MAINTENANCE,91.8,0.0,35.9,2,11,60,67,4,TRUE,TRUE,0.378,False,LOW,38.47
HIST_004368,AST_000006,S&T,CORRECTIVE_MAINTENANCE,94.3,89.2,21.7,5,7,75,92,10,TRUE,TRUE,0.731,False,CRITICAL,69.93
HIST_004369,AST_000023,TRD,PREVENTIVE_MAINTENANCE,55.6,22.4,55.1,1,12,60,64,2,TRUE,TRUE,0.914,True,LOW,47.05
HIST_004370,AST_000040,ENGINEERING,CORRECTIVE_MAINTENANCE,49.9,78.5,75.1,1,2,75,76,1,TRUE,TRUE,0.884,False,LOW,53.36
HIST_004371,AST_000007,ENGINEERING,INSPECTION,52.8,62.5,39.5,1,7,180,216,22,TRUE,TRUE,0.048,False,MEDIUM,46.86
HIST_004372,AST_000024,S&T,REPAIR,66.7,0.0,29.7,0,3,75,68,0,FALSE,FALSE,0.685,False,MEDIUM,33.45
HIST_004373,AST_000041,TRD,REPLACEMENT,89.8,100.0,46.1,2,11,30,30,0,FALSE,TRUE,0.453,False,MEDIUM,68.66
HIST_004374,AST_000008,TRD,TESTING,88.0,81.6,60.9,0,2,30,37,4,TRUE,FALSE,0.742,False,LOW,62.73
HIST_004375,AST_000025,ENGINEERING,PREVENTIVE_MAINTENANCE,94.7,82.2,39.7,4,6,45,53,5,TRUE,TRUE,0.209,False,CRITICAL,71.9
HIST_004376,AST_000042,S&T,CORRECTIVE_MAINTENANCE,44.5,100.0,39.3,5,12,240,245,3,TRUE,TRUE,0.87,True,CRITICAL,71.21
HIST_004377,AST_000009,S&T,INSPECTION,89.0,0.0,61.0,0,3,60,55,0,FALSE,FALSE,0.734,False,MEDIUM,46.4
HIST_004378,AST_000026,TRD,REPAIR,79.3,78.6,20.7,4,11,60,50,0,FALSE,TRUE,0.656,False,LOW,51.33
HIST_004379,AST_000043,ENGINEERING,REPLACEMENT,70.1,70.3,51.0,4,1,60,53,0,FALSE,TRUE,0.202,False,CRITICAL,63.8
HIST_004380,AST_000010,ENGINEERING,TESTING,83.3,96.1,52.4,5,1,180,202,13,TRUE,TRUE,0.217,False,HIGH,70.75
HIST_004381,AST_000027,S&T,PREVENTIVE_MAINTENANCE,50.8,60.9,48.5,5,12,120,149,17,TRUE,TRUE,0.425,False,MEDIUM,47.66
HIST_004382,AST_000044,TRD,CORRECTIVE_MAINTENANCE,56.3,0.0,47.6,1,11,180,210,18,TRUE,TRUE,0.283,False,MEDIUM,33.91
HIST_004383,AST_000011,TRD,INSPECTION,69.6,10.8,71.0,1,8,30,37,4,TRUE,TRUE,0.379,True,HIGH,59.03
HIST_004384,AST_000028,ENGINEERING,REPAIR,49.5,54.2,23.9,1,7,45,48,2,TRUE,TRUE,0.662,False,LOW,36.93
HIST_004385,AST_000045,S&T,REPLACEMENT,42.3,19.2,23.2,5,3,60,58,0,FALSE,TRUE,0.961,False,CRITICAL,37.13
HIST_004386,AST_000012,S&T,TESTING,62.0,0.0,42.1,2,9,150,143,0,FALSE,TRUE,0.981,False,MEDIUM,34.52
HIST_004387,AST_000029,TRD,PREVENTIVE_MAINTENANCE,88.2,0.0,30.3,0,4,120,108,0,FALSE,FALSE,0.502,False,CRITICAL,47.52
HIST_004388,AST_000046,ENGINEERING,CORRECTIVE_MAINTENANCE,52.0,0.0,61.4,1,6,150,141,0,FALSE,TRUE,0.995,False,CRITICAL,42.88
HIST_004389,AST_000013,ENGINEERING,INSPECTION,54.3,88.2,61.5,5,6,30,35,3,TRUE,TRUE,0.997,False,LOW,54.39
HIST_004390,AST_000030,S&T,REPAIR,88.6,100.0,27.4,1,9,60,58,0,FALSE,TRUE,0.018,True,CRITICAL,82.06
HIST_004391,AST_000047,TRD,REPLACEMENT,84.5,0.0,19.8,1,6,30,26,0,FALSE,TRUE,0.807,False,HIGH,40.56
HIST_004392,AST_000014,TRD,TESTING,44.4,71.8,72.4,4,2,90,81,0,FALSE,TRUE,0.117,False,LOW,49.5
HIST_004393,AST_000031,ENGINEERING,PREVENTIVE_MAINTENANCE,40.4,100.0,50.0,4,5,180,200,12,TRUE,TRUE,0.858,False,CRITICAL,62.12
HIST_004394,AST_000048,S&T,CORRECTIVE_MAINTENANCE,56.3,39.3,37.7,1,6,75,87,7,TRUE,TRUE,0.011,False,LOW,38.0
HIST_004395,AST_000015,S&T,PREVENTIVE_MAINTENANCE,53.9,69.1,69.0,5,7,180,170,0,FALSE,TRUE,0.37,False,LOW,50.99
HIST_004396,AST_000032,TRD,CORRECTIVE_MAINTENANCE,72.1,80.0,57.0,0,12,120,137,10,TRUE,FALSE,0.497,False,HIGH,64.28
HIST_004397,AST_000049,ENGINEERING,INSPECTION,67.6,0.0,50.5,4,10,60,62,1,TRUE,TRUE,0.084,True,CRITICAL,55.38
HIST_004398,AST_000016,ENGINEERING,REPAIR,55.3,63.7,43.4,0,5,90,87,0,FALSE,FALSE,0.551,False,MEDIUM,48.7
HIST_004399,AST_000033,S&T,REPLACEMENT,80.7,75.6,24.8,0,7,75,78,2,TRUE,FALSE,0.401,False,MEDIUM,55.57
HIST_004400,AST_000050,TRD,TESTING,88.2,35.6,35.5,1,8,30,28,0,FALSE,TRUE,0.717,False,MEDIUM,49.96
HIST_004401,AST_000017,TRD,PREVENTIVE_MAINTENANCE,66.6,100.0,43.2,2,2,30,32,1,TRUE,TRUE,0.577,False,HIGH,64.87
HIST_004402,AST_000034,ENGINEERING,CORRECTIVE_MAINTENANCE,82.4,0.0,25.1,5,10,150,178,17,TRUE,TRUE,0.132,False,LOW,33.49
HIST_004403,AST_000001,ENGINEERING,INSPECTION,50.3,19.7,27.1,5,8,75,91,10,TRUE,TRUE,0.326,False,MEDIUM,32.94
HIST_004404,AST_000018,S&T,REPAIR,94.2,40.6,26.1,1,1,240,270,18,TRUE,TRUE,0.4,True,HIGH,64.88
HIST_004405,AST_000035,TRD,REPLACEMENT,84.2,100.0,23.3,1,2,60,66,4,TRUE,TRUE,0.323,False,HIGH,66.17
HIST_004406,AST_000002,TRD,TESTING,63.8,100.0,39.9,1,12,60,63,2,TRUE,TRUE,0.644,False,LOW,55.87
HIST_004407,AST_000019,ENGINEERING,PREVENTIVE_MAINTENANCE,79.6,42.0,22.7,3,12,120,109,0,FALSE,TRUE,0.653,False,HIGH,50.17
HIST_004408,AST_000036,S&T,CORRECTIVE_MAINTENANCE,78.2,100.0,44.8,2,7,240,260,12,TRUE,TRUE,0.765,False,MEDIUM,64.92
HIST_004409,AST_000003,S&T,INSPECTION,55.7,0.0,54.3,2,4,30,36,4,TRUE,TRUE,0.413,False,LOW,31.32
HIST_004410,AST_000020,TRD,REPAIR,63.2,77.6,28.3,2,1,90,90,0,FALSE,TRUE,0.242,False,MEDIUM,51.52
HIST_004411,AST_000037,ENGINEERING,REPLACEMENT,81.9,74.4,29.5,3,3,180,182,1,TRUE,TRUE,0.89,True,HIGH,70.32
HIST_004412,AST_000004,ENGINEERING,TESTING,87.4,100.0,43.6,0,6,120,110,0,FALSE,FALSE,0.514,False,LOW,63.69
HIST_004413,AST_000021,S&T,PREVENTIVE_MAINTENANCE,42.9,17.6,48.8,1,11,30,24,0,FALSE,TRUE,0.906,False,LOW,30.78
HIST_004414,AST_000038,TRD,CORRECTIVE_MAINTENANCE,95.1,86.1,40.6,0,6,180,156,0,FALSE,FALSE,0.508,False,LOW,61.92
HIST_004415,AST_000005,TRD,INSPECTION,56.6,82.3,21.0,0,5,60,59,0,FALSE,FALSE,0.738,False,CRITICAL,56.76
HIST_004416,AST_000022,ENGINEERING,REPAIR,76.5,100.0,54.0,0,6,240,204,0,FALSE,FALSE,0.191,False,LOW,62.5
HIST_004417,AST_000039,S&T,REPLACEMENT,91.8,100.0,44.8,2,7,60,74,8,TRUE,TRUE,0.017,False,HIGH,72.75
HIST_004418,AST_000006,S&T,TESTING,94.3,62.3,16.1,1,2,75,79,2,TRUE,TRUE,0.735,True,LOW,60.83
HIST_004419,AST_000023,TRD,PREVENTIVE_MAINTENANCE,55.6,88.7,57.5,2,1,60,64,2,TRUE,TRUE,0.427,False,LOW,54.11
HIST_004420,AST_000040,ENGINEERING,CORRECTIVE_MAINTENANCE,49.9,0.0,81.8,3,5,75,70,0,FALSE,TRUE,0.062,False,HIGH,42.58
HIST_004421,AST_000007,ENGINEERING,INSPECTION,52.8,17.5,37.0,5,1,120,145,15,TRUE,TRUE,0.981,False,LOW,31.36
HIST_004422,AST_000024,S&T,CORRECTIVE_MAINTENANCE,66.7,10.8,27.7,5,2,240,200,0,FALSE,TRUE,0.189,False,MEDIUM,35.75
HIST_004423,AST_000041,TRD,INSPECTION,89.8,100.0,51.7,0,12,90,104,8,TRUE,FALSE,0.691,False,HIGH,73.53
HIST_004424,AST_000008,TRD,REPAIR,88.0,57.6,58.6,1,4,75,62,0,FALSE,TRUE,0.208,False,CRITICAL,67.52
HIST_004425,AST_000025,ENGINEERING,REPLACEMENT,94.7,98.7,40.5,3,4,180,171,0,FALSE,TRUE,0.025,True,LOW,74.94
HIST_004426,AST_000042,S&T,TESTING,44.5,100.0,51.0,2,6,180,198,11,TRUE,TRUE,0.909,False,HIGH,59.8
HIST_004427,AST_000009,S&T,PREVENTIVE_MAINTENANCE,89.0,97.0,52.7,5,3,150,170,12,TRUE,TRUE,0.409,False,MEDIUM,68.99
HIST_004428,AST_000026,TRD,CORRECTIVE_MAINTENANCE,79.3,0.0,22.1,0,11,75,78,2,TRUE,FALSE,0.453,False,MEDIUM,35.71
HIST_004429,AST_000043,ENGINEERING,INSPECTION,70.1,100.0,44.3,4,1,150,124,0,FALSE,TRUE,0.879,False,CRITICAL,69.89
HIST_004430,AST_000010,ENGINEERING,REPAIR,83.3,0.0,53.3,0,10,75,81,4,TRUE,FALSE,0.218,False,MEDIUM,43.15
HIST_004431,AST_000027,S&T,REPLACEMENT,50.8,3.4,52.9,0,3,30,26,0,FALSE,FALSE,0.883,False,LOW,30.42
HIST_004432,AST_000044,TRD,TESTING,56.3,91.6,52.4,2,2,75,67,0,FALSE,TRUE,0.088,True,LOW,64.02
HIST_004433,AST_000011,TRD,PREVENTIVE_MAINTENANCE,69.6,57.1,74.5,1,11,180,192,7,TRUE,TRUE,0.404,False,CRITICAL,65.06
HIST_004434,AST_000028,ENGINEERING,CORRECTIVE_MAINTENANCE,49.5,100.0,23.3,2,9,120,108,0,FALSE,TRUE,0.967,False,MEDIUM,52.01
HIST_004435,AST_000045,S&T,INSPECTION,42.3,100.0,26.5,1,10,180,222,25,TRUE,TRUE,0.279,False,MEDIUM,50.49
HIST_004436,AST_000012,S&T,REPAIR,62.0,34.5,47.7,5,10,120,146,16,TRUE,TRUE,0.682,False,CRITICAL,51.77
HIST_004437,AST_000029,TRD,REPLACEMENT,88.2,100.0,20.6,3,5,30,37,4,TRUE,TRUE,0.616,False,MEDIUM,63.08
HIST_004438,AST_000046,ENGINEERING,TESTING,52.0,0.0,49.0,1,10,240,243,2,TRUE,TRUE,0.694,False,LOW,29.15
HIST_004439,AST_000013,ENGINEERING,PREVENTIVE_MAINTENANCE,54.3,100.0,53.2,1,8,75,76,1,TRUE,TRUE,0.08,True,LOW,65.68
HIST_004440,AST_000030,S&T,CORRECTIVE_MAINTENANCE,88.6,54.3,29.8,3,1,240,245,3,TRUE,TRUE,0.06,False,CRITICAL,61.12
HIST_004441,AST_000047,TRD,INSPECTION,84.5,89.4,26.8,5,5,180,159,0,FALSE,TRUE,0.185,False,HIGH,64.31
HIST_004442,AST_000014,TRD,REPAIR,44.4,1.6,63.6,0,5,60,73,8,TRUE,FALSE,0.477,False,LOW,30.19
HIST_004443,AST_000031,ENGINEERING,REPLACEMENT,40.4,11.6,58.3,3,5,240,272,19,TRUE,TRUE,0.268,False,HIGH,37.93
HIST_004444,AST_000048,S&T,TESTING,56.3,100.0,33.3,2,7,90,74,0,FALSE,TRUE,0.437,False,HIGH,59.8
HIST_004445,AST_000015,S&T,PREVENTIVE_MAINTENANCE,53.9,29.9,68.0,3,10,60,57,0,FALSE,TRUE,0.277,False,HIGH,48.49
HIST_004446,AST_000032,TRD,CORRECTIVE_MAINTENANCE,72.1,0.0,54.6,2,3,240,282,25,TRUE,TRUE,0.867,True,CRITICAL,57.55
HIST_004447,AST_000049,ENGINEERING,INSPECTION,67.6,81.9,53.4,3,7,150,185,21,TRUE,TRUE,0.748,False,CRITICAL,66.44
HIST_004448,AST_000016,ENGINEERING,CORRECTIVE_MAINTENANCE,55.3,100.0,47.3,5,12,61,62,1,TRUE,TRUE,0.907,False,LOW,54.8
HIST_004449,AST_000033,S&T,INSPECTION,80.7,96.8,17.5,1,10,240,219,0,FALSE,TRUE,0.98,False,HIGH,63.16
HIST_004450,AST_000050,TRD,REPAIR,88.2,57.0,30.9,4,2,180,203,14,TRUE,TRUE,0.961,False,MEDIUM,54.39
HIST_004451,AST_000017,TRD,REPLACEMENT,66.6,100.0,44.2,0,7,60,50,0,FALSE,FALSE,0.757,False,HIGH,65.07
HIST_004452,AST_000034,ENGINEERING,TESTING,82.4,99.0,26.0,1,12,75,81,4,TRUE,TRUE,0.331,False,LOW,58.42
HIST_004453,AST_000001,ENGINEERING,PREVENTIVE_MAINTENANCE,50.3,100.0,28.8,1,2,60,60,0,FALSE,TRUE,0.914,True,HIGH,67.1
HIST_004454,AST_000018,S&T,CORRECTIVE_MAINTENANCE,94.2,71.6,28.3,3,5,150,168,11,TRUE,TRUE,0.967,False,MEDIUM,59.32
HIST_004455,AST_000035,TRD,INSPECTION,84.2,100.0,26.0,0,12,75,88,8,TRUE,FALSE,0.172,False,HIGH,66.71
HIST_004456,AST_000002,TRD,REPAIR,63.8,10.9,40.2,2,9,90,86,0,FALSE,TRUE,0.564,False,MEDIUM,37.41
HIST_004457,AST_000019,ENGINEERING,REPLACEMENT,79.6,71.1,21.3,3,7,75,69,0,FALSE,TRUE,0.282,False,LOW,49.66
HIST_004458,AST_000036,S&T,TESTING,78.2,94.5,54.3,3,12,45,40,0,FALSE,TRUE,0.419,False,MEDIUM,65.44
HIST_004459,AST_000003,S&T,PREVENTIVE_MAINTENANCE,55.7,75.5,52.8,4,9,90,77,0,FALSE,TRUE,0.855,False,CRITICAL,61.15
HIST_004460,AST_000020,TRD,CORRECTIVE_MAINTENANCE,63.2,100.0,29.2,2,12,75,72,0,FALSE,TRUE,0.983,True,LOW,63.55
HIST_004461,AST_000037,ENGINEERING,INSPECTION,81.9,54.4,41.5,3,10,75,73,0,FALSE,TRUE,0.658,False,LOW,50.22
HIST_004462,AST_000004,ENGINEERING,REPAIR,87.4,100.0,43.9,5,6,75,76,1,TRUE,TRUE,0.548,False,MEDIUM,67.5
HIST_004463,AST_000021,S&T,REPLACEMENT,42.9,0.0,45.7,4,6,30,35,3,TRUE,TRUE,0.228,False,LOW,25.76
HIST_004464,AST_000038,TRD,TESTING,95.1,100.0,44.3,5,9,45,48,2,TRUE,TRUE,0.652,False,LOW,66.14
HIST_004465,AST_000005,TRD,PREVENTIVE_MAINTENANCE,56.6,66.7,11.2,3,5,120,104,0,FALSE,TRUE,0.587,False,LOW,39.65
HIST_004466,AST_000022,ENGINEERING,CORRECTIVE_MAINTENANCE,76.5,51.8,53.6,4,9,45,38,0,FALSE,TRUE,0.481,False,MEDIUM,54.12
HIST_004467,AST_000039,S&T,INSPECTION,91.8,15.5,41.4,1,5,180,209,17,TRUE,TRUE,0.459,True,MEDIUM,57.2
HIST_004468,AST_000006,S&T,REPAIR,94.3,0.0,14.0,4,1,75,71,0,FALSE,TRUE,0.258,False,HIGH,42.34
HIST_004469,AST_000023,TRD,REPLACEMENT,55.6,24.2,62.7,4,4,30,33,2,TRUE,TRUE,0.386,False,MEDIUM,42.77
HIST_004470,AST_000040,ENGINEERING,TESTING,49.9,75.5,71.1,4,8,75,90,9,TRUE,TRUE,0.116,False,MEDIUM,55.56
HIST_004471,AST_000007,ENGINEERING,PREVENTIVE_MAINTENANCE,52.8,20.3,42.5,5,7,75,66,0,FALSE,TRUE,0.618,False,CRITICAL,44.41
HIST_004472,AST_000024,S&T,CORRECTIVE_MAINTENANCE,66.7,0.0,22.4,3,5,90,74,0,FALSE,TRUE,0.063,False,LOW,28.24
HIST_004473,AST_000041,TRD,INSPECTION,89.8,100.0,51.6,5,1,150,154,2,TRUE,TRUE,0.363,False,LOW,66.01
HIST_004474,AST_000008,TRD,CORRECTIVE_MAINTENANCE,88.0,10.5,59.8,1,1,60,51,0,FALSE,TRUE,0.641,True,HIGH,62.23
HIST_004475,AST_000025,ENGINEERING,INSPECTION,94.7,71.1,33.7,3,11,45,45,0,FALSE,TRUE,0.724,False,CRITICAL,67.93
HIST_004476,AST_000042,S&T,REPAIR,44.5,42.4,38.7,5,8,120,126,4,TRUE,TRUE,0.445,False,CRITICAL,46.69
HIST_004477,AST_000009,S&T,REPLACEMENT,89.0,0.0,60.6,2,3,30,30,0,FALSE,TRUE,0.385,False,HIGH,50.07
HIST_004478,AST_000026,TRD,TESTING,79.3,77.7,17.8,1,2,240,237,0,FALSE,TRUE,0.791,False,CRITICAL,61.78
HIST_004479,AST_000043,ENGINEERING,PREVENTIVE_MAINTENANCE,70.1,0.0,44.0,5,10,120,144,14,TRUE,TRUE,0.007,False,MEDIUM,37.33
HIST_004480,AST_000010,ENGINEERING,CORRECTIVE_MAINTENANCE,83.3,100.0,42.3,2,12,180,177,0,FALSE,TRUE,0.903,False,LOW,62.2
HIST_004481,AST_000027,S&T,INSPECTION,50.8,24.5,60.7,5,6,45,43,0,FALSE,TRUE,0.039,True,LOW,47.25
HIST_004482,AST_000044,TRD,REPAIR,56.3,100.0,49.2,3,5,60,72,7,TRUE,TRUE,0.279,False,CRITICAL,66.73
HIST_004483,AST_000011,TRD,REPLACEMENT,69.6,98.8,66.3,2,2,240,227,0,FALSE,TRUE,0.571,False,LOW,62.59
HIST_004484,AST_000028,ENGINEERING,TESTING,49.5,96.7,31.2,1,5,90,93,2,TRUE,TRUE,0.555,False,CRITICAL,60.27
HIST_004485,AST_000045,S&T,PREVENTIVE_MAINTENANCE,42.3,100.0,24.6,3,1,75,62,0,FALSE,TRUE,0.292,False,CRITICAL,57.61
HIST_004486,AST_000012,S&T,CORRECTIVE_MAINTENANCE,62.0,100.0,43.8,1,4,180,221,25,TRUE,TRUE,0.759,False,LOW,56.11
HIST_004487,AST_000029,TRD,INSPECTION,88.2,92.9,25.1,0,2,90,81,0,FALSE,FALSE,0.874,False,HIGH,65.96
HIST_004488,AST_000046,ENGINEERING,REPAIR,52.0,40.2,56.4,3,11,30,34,2,TRUE,TRUE,0.204,True,CRITICAL,61.93
HIST_004489,AST_000013,ENGINEERING,REPLACEMENT,54.3,33.1,58.0,4,7,60,60,0,FALSE,TRUE,0.698,False,CRITICAL,51.16
HIST_004490,AST_000030,S&T,TESTING,88.6,16.7,24.1,5,5,75,73,0,FALSE,TRUE,0.568,False,HIGH,46.83
HIST_004491,AST_000047,TRD,PREVENTIVE_MAINTENANCE,84.5,0.0,20.4,4,11,120,107,0,FALSE,TRUE,0.989,False,CRITICAL,44.43
HIST_004492,AST_000014,TRD,CORRECTIVE_MAINTENANCE,44.4,100.0,66.0,5,5,180,175,0,FALSE,TRUE,0.64,False,HIGH,62.77
HIST_004493,AST_000031,ENGINEERING,INSPECTION,40.4,100.0,50.0,4,8,120,134,8,TRUE,TRUE,0.203,False,CRITICAL,62.12
HIST_004494,AST_000048,S&T,REPAIR,56.3,65.4,35.2,5,9,180,175,0,FALSE,TRUE,0.448,False,HIGH,51.53
HIST_004495,AST_000015,S&T,REPLACEMENT,53.9,66.0,70.1,3,11,45,38,0,FALSE,TRUE,0.871,True,LOW,60.44
HIST_004496,AST_000032,TRD,TESTING,72.1,100.0,51.7,1,6,45,39,0,FALSE,TRUE,0.654,False,LOW,60.72
HIST_004497,AST_000049,ENGINEERING,PREVENTIVE_MAINTENANCE,67.6,100.0,49.6,0,6,150,158,5,TRUE,FALSE,0.768,False,CRITICAL,70.2
HIST_004498,AST_000016,ENGINEERING,CORRECTIVE_MAINTENANCE,55.3,0.2,47.4,5,3,90,109,11,TRUE,TRUE,0.435,False,HIGH,37.37
HIST_004499,AST_000033,S&T,INSPECTION,80.7,43.6,18.8,4,1,120,101,0,FALSE,TRUE,0.078,False,MEDIUM,46.37
HIST_004500,AST_000050,TRD,REPAIR,88.2,100.0,40.4,4,1,120,139,11,TRUE,TRUE,0.77,False,HIGH,70.79
HIST_004501,AST_000017,TRD,INSPECTION,66.6,72.3,34.2,1,7,180,218,23,TRUE,TRUE,0.209,False,HIGH,56.14
HIST_004502,AST_000034,ENGINEERING,REPAIR,82.4,16.2,28.0,5,4,60,57,0,FALSE,TRUE,0.779,True,HIGH,55.62
HIST_004503,AST_000001,ENGINEERING,REPLACEMENT,50.3,0.4,27.4,1,7,180,164,0,FALSE,TRUE,0.433,False,MEDIUM,28.17
HIST_004504,AST_000018,S&T,TESTING,94.2,97.7,26.8,2,10,150,146,0,FALSE,TRUE,0.857,False,MEDIUM,65.55
HIST_004505,AST_000035,TRD,PREVENTIVE_MAINTENANCE,84.2,100.0,25.2,5,3,60,72,7,TRUE,TRUE,0.365,False,LOW,59.05
HIST_004506,AST_000002,TRD,CORRECTIVE_MAINTENANCE,63.8,100.0,40.0,2,6,60,57,0,FALSE,TRUE,0.765,False,LOW,55.89
HIST_004507,AST_000019,ENGINEERING,INSPECTION,79.6,30.4,28.8,2,1,60,74,8,TRUE,TRUE,0.28,False,CRITICAL,52.24
HIST_004508,AST_000036,S&T,REPAIR,78.2,6.1,58.4,2,12,240,252,7,TRUE,TRUE,0.973,False,MEDIUM,44.16
HIST_004509,AST_000003,S&T,REPLACEMENT,55.7,89.5,64.4,5,7,45,52,4,TRUE,TRUE,0.408,True,LOW,65.72
HIST_004510,AST_000020,TRD,TESTING,63.2,51.7,28.4,3,4,240,264,14,TRUE,TRUE,0.869,False,LOW,41.31
HIST_004511,AST_000037,ENGINEERING,PREVENTIVE_MAINTENANCE,81.9,0.7,32.8,0,1,150,182,19,TRUE,FALSE,0.466,False,HIGH,42.55
